url,GTIN,Product Name,Description,Ingredients,Pack Size,Product Format,Slice Weight,Product Performance,Item Type,Slice Length,Slice Width
raskas-whipped-cream-cheese-spread-tub-4-3/,071505017497,RASKAS WHIPPED CREAM CHEESE SPREAD TUB – 4/3#,"This fully cultured cream cheese spread has a soft, creamy texture that makes it simple to schmear with a clean, mild flavor profile that allows you to use it in a variety of applications. Whether you’re adding it to bagels, pastries, sandwiches, burgers and wraps, or mixing it into your most popular recipes, Raskas Whipped Cream Cheese Spread helps you add a burst of flavor that’ll leave your consumers craving more. And with its convenient resealable container, it’s as easy to store as it is to use.","PASTEURIZED MILK AND CREAM, WHEY PROTEIN CONCENTRATE, MODIFIED FOOD STARCH, SALT, CHEESE CULTURE, GUAR GUM, LACTIC ACID, XANTHAN GUM, CAROB BEAN GUM, NATAMYCIN (A NATURAL MOLD INHIBITOR). CONTAINS: MILK",4/3#,Tub,,SPREADING,CREAM CHEESE,,
yellow-pasteurized-process-restricted-melt-sharp-american-slices-4-5-200-slices/,071505015974,YELLOW PASTEURIZED PROCESS RESTRICTED MELT SHARP AMERICAN SLICES – 4/5# 200 SLICES,"These slices are a must-have for taking burgers and breakfast to the next level. With a slightly salty, sharp American flavor profile and smooth, medium-firm texture, they’re the ultimate complement to any dish. Plus, with their restricted melt formulation, they’ll stand up to high-heat and freeze thaw applications like frozen breakfast sandwiches or burritos. They’re also pre-portioned with an EZ Pick staggered design to help you streamline kitchen preparation, reduce waste, and ensure easy separation for hassle-free cooking.","MILK, CREAM, WATER, SODIUM CITRATE, SALT, CONTAINS 2% OR LESS OF CHEESE CULTURE, CITRIC ACID, COLOR ADDED, ENZYMES, SORBIC ACID (PRESERVATIVE), SOY LECITHIN, TETRASODIUM PYROPHOSPHATE. CONTAINS: MILK, SOY",4/5#,Slice,0.4oz.,Hot Application - Restricted Melt,PROCESSED CHEESE,2.75,2.75
schreiber-low-moisture-whole-milk-mozzarella-feather-shreds-4-5/,071505014229,SCHREIBER LOW MOISTURE WHOLE MILK MOZZARELLA FEATHER SHREDS – 4/5#,"Crafted with a classic feather shred for optimal coverage, this ready-to-use cheese not only saves you prep time but is made with whole milk and has a mild and slightly salty dairy profile, making it perfect for any application. Whether you’re topping off a sizzling skillet, creating the perfect pizza, or adding a cheesy finish to your salads, you’ll get a craveable flavor and melty texture that’ll keep your consumers coming back for more.","LOW-MOISTURE MOZZARELLA CHEESE (PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES), POTATO STARCH ADDED TO PREVENT CAKING, NATAMYCIN (A NATURAL MOLD INHIBITOR). CONTAINS: MILK",4/5#,Shredded,,Hot Application - Internal Melt; Hot Application - Topical Melt; Cold Application,NATURAL CHEESE,,
havarti-slices-12-1-24-slices/,071505945035,HAVARTI SLICES – 12/1# 24 SLICES,"Our sliced Havarti cheese is crafted to have a delicate balance of flavors. It ages exceptionally well, developing delightful undertones of hazelnut over time, which helps enrich every dish with delicious complexity. And, with this mild, subtle taste and semi-hard, smooth texture, it’s a great versatile option for any menu. Whether it’s enhancing grilled cheese sandwiches or other paninis, it will give you and your consumers a luxurious experience every time.","PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES. CONTAINS: MILK",12/1#,Slice,0.67oz.,Cold Application; Hot Application - Internal Melt,NATURAL CHEESE,3.5,3.66
schreiber-mild-cheddar-fancy-shreds-4-5/,071505014212,SCHREIBER MILD CHEDDAR FANCY SHREDS – 4/5#,"Add just the right amount of everyone’s favorite mild Cheddar flavor to any culinary creation with this fancy shred. it’s easy to use but it’s even easier for consumers to love with its melty texture and a flavor that simply ignites the senses. Whether it’s sprinkled atop salads or tacos for a burst of freshness or melted over pasta, pizza, or a casserole for a creamy finish, it will help you elevate any dish.","CHEDDAR CHEESE (PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES, COLOR ADDED), POTATO STARCH ADDED TO PREVENT CAKING, NATAMYCIN (A NATURAL MOLD INHIBITOR). CONTAINS: MILK",4/5#,Shredded,,Hot Application - Internal Melt; Hot Application - Topical Melt; Cold Application,NATURAL CHEESE,,
schreiber-yellow-pasteurized-process-american-slices-6-3-72-slices/,071505013727,SCHREIBER YELLOW PASTEURIZED PROCESS AMERICAN SLICES – 6/3# 72 SLICES,"Whether you’re topping juicy burgers, making perfectly golden, grilled cheese sandwiches, or creating a crispy chicken sandwich, the smooth and melty texture of Schreiber Yellow Pasteurized Process American Slices is going to help you elevate every dish to gourmet status. And, with its horizontal stack and EZ Pick staggered slices, kitchen prep becomes effortless, ensuring easy separation, minimal waste, and unforgettable flavor in every bite.","MILK, CREAM, WATER, SODIUM CITRATE, SALT, CHEESE CULTURE, SORBIC ACID (PRESERVATIVE), CITRIC ACID, ENZYMES, SOY LECITHIN, COLOR ADDED. CONTAINS: MILK, SOY",6/3#,Slice,0.67oz.,Hot Application - Internal Melt,PROCESSED CHEESE,3.375,3.375
schreiber-yellow-pasteurized-process-restricted-melt-american-slices-4-5-160-slices/,071505013802,SCHREIBER YELLOW PASTEURIZED PROCESS RESTRICTED MELT AMERICAN SLICES – 4/5# 160 SLICES,"Bring some sizzle to your grilling game using a creamy, delicious process cheese that’s crafted to withstand high heat. With an innovative horizontal stack and EZ Pick slices, separating and adding a decadent layer of flavor has never been easier. Simply put, it’s the best cheese for freeze and reheat applications like breakfast sandwiches and burritos or high heat applications like stuffed burgers. We’d say get ready for pure cheesy perfection, but there’s no prep needed. So, it looks like you and your consumers can just relax and enjoy.","MILK, WATER, CREAM, SODIUM CITRATE, SALT, CHEESE CULTURE, TETRASODIUM PYROPHOSPHATE, SORBIC ACID (PRESERVATIVE), ENZYMES, SOY LECITHIN, CITRIC ACID, COLOR ADDED. CONTAINS: MILK, SOY",4/5#,Slice,0.5oz.,Hot Application - Restricted Melt,PROCESSED CHEESE,3,3
schreiber-pasteurized-process-pepper-jack-slices-12-1-24-slices/,071505015561,SCHREIBER PASTEURIZED PROCESS PEPPER JACK SLICES – 12/1# 24 SLICES,"Schreiber Pasteurized Process Pepper Jack Slices are your go-to for convenience, flavor, and all-around melty goodness! With their slightly salty Monterey Jack flavor profile and a hint of mild heat from peppers, they’re perfect for giving your menu items an extra kick of deliciousness. Ready-to-eat and hassle-free, they require no prep, so they’re perfect for any meal occasion from breakfast sandwiches to juicy burgers to adding a spicy twist to your consumers’ favorite grilled cheese sandwich.","MILK, CREAM, WATER, SODIUM CITRATE, SALT, CHEESE CULTURE, JALAPENO PEPPERS, JALAPENO PEPPER PUREE, SORBIC ACID (PRESERVATIVE), JALAPENO PEPPERS*, ENZYMES, RED BELL PEPPERS*, CITRIC ACID, SOY LECITHIN, VINEGAR, NATURAL FLAVOR. *DRIED CONTAINS: MILK, SOY",12/1#,Slice,0.67oz.,Hot Application - Internal Melt,PROCESSED CHEESE,3.375,3.375
schreiber-pasteurized-process-hot-pepper-jack-cubes-4-5/,071505015554,SCHREIBER PASTEURIZED PROCESS HOT PEPPER JACK CUBES – 4/5#,"Our irresistible process hot Pepper Jack cheese, conveniently pre-cubed for fast and easy use. This ready-to-serve format offers consistent cut and quality, reducing labor costs and eliminating waste. And with a smooth, medium-firm texture, each bite promises a delightful blend of flavor and just a bit of heat from the peppers. They’re a versatile addition to any menu and perfect for snacking occasions like cheese trays or paired with fruit and nuts for a harmonious blend of flavors and textures that everyone you serve will love.","MILK, CREAM, WATER, JALAPENO PEPPERS, SALT, SODIUM PHOSPHATE, CONTAINS 2% OR LESS OF CHEESE CULTURE, COLOR ADDED, ENZYMES, RED BELL PEPPERS*, SORBIC ACID (PRESERVATIVE), VINEGAR. *DRIED CONTAINS: MILK",4/5#,Snack,,Ready to Eat,PROCESSED CHEESE,,
pauly-cream-cheese-loaf-10-3/,030900007014,PAULY CREAM CHEESE LOAF – 10/3#,"This fully cultured cream cheese loaf is a flavor powerhouse that elevates any dish. That’s right, cream cheese isn’t just for bagels anymore. With its clean, mild taste and smooth, medium-firm texture, it’s perfect for everything from cheesecakes, frostings, and savory spreads to innovative applications like sushi, pastas, and trendy cheese teas.","PASTEURIZED MILK AND CREAM, CHEESE CULTURE, SALT, GUAR GUM, XANTHAN GUM, CAROB BEAN GUM. CONTAINS: MILK",10/3#,Loaf,,Baking/Frosting; Frying; Spreading,CREAM CHEESE,,
american-heritage-string-cheese-retail-package-12-1/,030900111650,AMERICAN HERITAGE STRING CHEESE RETAIL PACKAGE – 12/1#,"With its mild and slightly salty dairy profile, this string cheese is the perfect choice for any on-the-go eating occasion. Delightfully convenient and individually wrapped, each serving guarantees freshness and quality in every bite. String cheese is a great snack on its own, but also pairs nicely with fresh fruit, sliced vegetables and crackers.","PASTEURIZED PART-SKIM MILK, CHEESE CULTURE, SALT, ENZYMES. CONTAINS: MILK",12/1#,String,,Ready to Eat,NATURAL CHEESE,,
american-heritage-mild-cheddar-chunk-12-8oz/,030900911618,AMERICAN HERITAGE MILD CHEDDAR CHUNK – 12/8OZ,"American Heritage Mild Cheddar promises unbeatable quality and performance for those who prefer to shred or slice straight from the block. It has a clean, full-flavor profile with a hint of sweetness and a firm body making it ideal for shredding, slicing, or cubing. it’s never been easier to add a deliciously creamy touch to sandwiches, burgers, omelets, pasta, soups, and charcuterie boards.","PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES, COLOR ADDED. CONTAINS: MILK",12/8OZ,Chunk,,Ready to Eat,NATURAL CHEESE,,
medium-cheddar-slices-6-1-5-32-slices/,071505944021,MEDIUM CHEDDAR SLICES – 6/1.5# 32 SLICES,"Our medium cheddar delivers a clean and robust flavor that balances moderate sharpness with a sweet finish. When heated, our Medium Cheddar Slices melt seamlessly, making them the perfect addition to both hot and cold sandwiches, as well as mouthwatering burgers. Each slice is separated by interleaf paper and arranged in two separate stacks for effortless separation and easy handling. Enjoy the highest quality medium cheddar while minimizing labor costs and waste.","PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES, COLOR ADDED. CONTAINS: MILK",6/1.5#,Slice,0.75oz.,Cold Application; Hot Application - Internal Melt,NATURAL CHEESE,3.5,3.66
land-o-lakes-lowfat-plain-yogurt-tub-4-5/,034500633383,LAND O LAKES LOWFAT PLAIN YOGURT TUB – 4/5#,"Crafted to be the perfect canvas for your culinary masterpieces, our lowfat plain yogurt helps you entice patrons with anything from tender yogurt-marinated proteins to creamy dressings and dips. And, with its smooth and creamy texture and mild flavor profile, you can effortlessly replace sour cream or mayo in your most popular recipes, offering a healthier twist without sacrificing flavor. No matter what you create, you can be sure it’s going to be delicious. Plus, with its 5-pound size, it’s perfect for multiple occasions, ensuring you’ll always be ready for any culinary adventure.","CULTURED PASTEURIZED GRADE A LOW FAT MILK, SUGAR, MODIFIED FOOD STARCH, CARRAGEENAN, PECTIN, NATURAL FLAVOR, VITAMIN A PALMITATE, VITAMIN D3. CONTAINS: MILK",4/5#,Large Cup,,READY TO EAT,YOGURT,,
schreiber-mild-cheddar-feather-shreds-4-5/,071505014687,SCHREIBER MILD CHEDDAR FEATHER SHREDS – 4/5#,"Add just the right amount of everyone’s favorite mild Cheddar flavor to any culinary creation with this feather shred. it’s easy to use but it’s even easier for consumers to love with its melty texture and a flavor that simply ignites the senses. Whether it’s sprinkled atop salads or tacos for a boost of appeal or melted over pasta, pizza, or a casserole for a creamy finish, it will help you elevate any dish.","CHEDDAR CHEESE (PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES, COLOR ADDED), POTATO STARCH ADDED TO PREVENT CAKING, NATAMYCIN (A NATURAL MOLD INHIBITOR). CONTAINS: MILK",4/5#,Shredded,,Hot Application - Internal Melt; Hot Application - Topical Melt; Cold Application,NATURAL CHEESE,,
amera-melt-yellow-pasteruzied-process-american-block-1-20/,071505020886,AMERA MELT YELLOW PASTERUZIED PROCESS AMERICAN BLOCK – 1/20#,"Ideal for saucing, this cheese is specially crafted to melt evenly and consistently, adding a perfectly rich, creamy texture to any dish. It also features a mild, slightly salty flavor profile, making it the perfect addition to mac and cheese, nachos, and so much more. Whether you’re saucing, shredding for salads, or topping tacos and wraps, Schreiber Amera Melt Yellow Pasteurized Process American Loaf gives you maximum flavor impact with minimal worries.","MILK, CREAM, WATER, SODIUM PHOSPHATE, SALT, CHEESE CULTURE, ENZYMES, LACTIC ACID, COLOR ADDED. CONTAINS: MILK",1/20#,Bulk,,SAUCE,PROCESSED CHEESE,,
level-valley-creamery-cream-cheese-loaf-10-3/,030900002477,LEVEL VALLEY CREAMERY CREAM CHEESE LOAF – 10/3#,"This fully cultured cream cheese loaf is a flavor powerhouse that elevates any dish. That’s right, cream cheese isn’t just for bagels anymore. With its clean, mild taste and smooth, medium-firm texture, it’s perfect for everything from cheesecakes, frostings, and savory spreads to innovative applications like sushi, pastas, and trendy cheese teas.","PASTEURIZED MILK AND CREAM, CHEESE CULTURE, SALT, GUAR GUM, CAROB BEAN GUM, XANTHAN GUM. CONTAINS: MILK",10/3#,Loaf,,Baking/Frosting; Frying; Spreading,CREAM CHEESE,,
schreiber-amera-melt-yellow-pasteurized-process-american-loaf-6-5/,071505017527,SCHREIBER AMERA MELT YELLOW PASTEURIZED PROCESS AMERICAN LOAF – 6/5#,"Ideal for saucing, this cheese is specially crafted to melt evenly and consistently, adding a perfectly rich, creamy texture to any dish. It also features a mild, slightly salty flavor profile, making it the perfect addition to mac and cheese, nachos, and so much more. Whether you’re saucing, shredding for salads, or topping tacos and wraps, Schreiber Amera Melt Yellow Pasteurized Process American Loaf gives you maximum flavor impact with minimal worries.","MILK, CREAM, WATER, SODIUM PHOSPHATE, SALT, CHEESE CULTURE, ENZYMES, LACTIC ACID, COLOR ADDED. CONTAINS: MILK",6/5#,Loaf,,SAUCE,PROCESSED CHEESE,,
schreiber-provolone-4-inch-slices-6-1-5-32-slices/,071505015028,SCHREIBER PROVOLONE 4 INCH SLICES – 6/1.5# 32 SLICES,"Our Provolone cheese has a delicious blend of buttery and tangy flavors, accompanied by a smooth and firm texture. Each circular slice measures 4 inches in diameter, providing ample coverage, making it perfect for cold deli subs or hot Philly cheesesteak sandwiches. Our premium, naturally sliced cheeses are designed to make your culinary creations even better with ease and efficiency, helping you reduce labor costs and eliminate product waste.","PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES. CONTAINS: MILK",6/1.5#,Slice,0.75oz.,HOT APPLICATION - INTERNAL MELT; COLD APPLICATION,NATURAL CHEESE,4,4
white-pasteurized-process-sharp-american-cheese-feather-cut-shreds-4-5/,030900330266,WHITE PASTEURIZED PROCESS SHARP AMERICAN CHEESE FEATHER CUT SHREDS – 4/5#,"Our White Pasteurized Process Sharp American Cheese Feather Cut Shreds are perfect for adding a slightly salty, sharp flavor profile to your menu. And with a smooth, medium-firm texture, you can count on a delightful melt when heated. So, whether you’re topping salads and tacos or melting in quesadillas, pasta, pizza, soup, vegetables, or casserole, you’ll be boosting business like never before. Plus, with no prep needed, it’s as easy as sprinkle and serve! Go ahead and make your most popular dishes even better!","AMERICAN CHEESE (MILK, WATER, CREAM, SALT, SODIUM PHOSPHATE, CHEESE CULTURE, ENZYMES), POTATO STARCH ADDED TO PREVENT CAKING, NATAMYCIN (A NATURAL MOLD INHIBITOR). CONTAINS: MILK",4/5#,Shredded,,Hot Application - Topical Melt,PROCESSED CHEESE,,
schreiber-white-pasteurized-processs-american-slices-4-5-200-slices/,071505024327,SCHREIBER WHITE PASTEURIZED PROCESSS AMERICAN SLICES – 4/5# 200 SLICES,"Whether you’re topping juicy burgers, making perfectly golden, grilled cheese sandwiches, or creating a crispy chicken sandwich, the smooth and melty texture of Schreiber White Pasteurized Process American Slices is going to help you elevate every dish to gourmet status. And, with its horizontal stack and EZ Pick staggered slices, kitchen prep becomes effortless, ensuring easy separation, minimal waste, and unforgettable flavor in every bite.","MILK, CREAM, WATER, SODIUM CITRATE, SALT, CHEESE CULTURE, SORBIC ACID (PRESERVATIVE), ENZYMES, CITRIC ACID, SOY LECITHIN. CONTAINS: MILK, SOY",4/5#,Slice,0.4oz.,Hot Application - Internal Melt,PROCESSED CHEESE,2.75,2.75
schreiber-sharp-cheddar-feather-shreds-4-5/,071505014137,SCHREIBER SHARP CHEDDAR FEATHER SHREDS – 4/5#,"Add just the right amount of everyone’s favorite sharp Cheddar flavor to any culinary creation with this feather shred. it’s easy to use but it’s even easier for consumers to love with a flavor that simply ignites the senses. Whether it’s sprinkled atop salads or tacos for a boost of appeal or melted over pasta, pizza, or a casserole for a creamy finish, it can help you elevate any dish.","CHEDDAR CHEESE (PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES, COLOR ADDED), POTATO STARCH ADDED TO PREVENT CAKING, NATAMYCIN (A NATURAL MOLD INHIBITOR). CONTAINS: MILK",4/5#,Shredded,,HOT APPLICATION - INTERNAL MELT; HOT APPLICATION - TOPICAL MELT; COLD APPLICATION,NATURAL CHEESE,,
schreiber-yellow-pasteurized-processs-american-slices-4-5-flow-through-wrapper-96-slices/,071505024389,SCHREIBER YELLOW PASTEURIZED PROCESSS AMERICAN SLICES – 4/5# FLOW THROUGH WRAPPER 96 SLICES,"Wrapped for ultimate freshness, these Schreiber Yellow Pasteurized Process American Slices will help you elevate any dish with a rich, creamy texture and consistent melt. Featuring a mild, slightly salty flavor profile, this is the perfect addition to burgers, crispy chicken sandwiches, nachos, and so much more. Whether you’re topping burgers, sandwiches, or anything else on your menu, you’re going to get an incredible flavor every time.","MILK, CREAM, WATER, SODIUM CITRATE, SALT, CHEESE CULTURE, SORBIC ACID (PRESERVATIVE), CITRIC ACID, ENZYMES, SOY LECITHIN, COLOR ADDED. CONTAINS: MILK, SOY",4/5#,Slice,0.83oz.,Hot Application - Internal Melt,PROCESSED CHEESE,3.375,3.375
schreiber-monterey-jack-feather-shreds-6-5/,071505014144,SCHREIBER MONTEREY JACK FEATHER SHREDS – 6/5#,"Featuring a classic feather shred for optimal coverage, this ready-to-use cheese adds a touch of visual appeal to any dish. And with its signature clean, buttery flavor and mild profile, it’s sure to please even the pickiest palates, making it a great choice for sprinkling over salads and tacos or melting in quesadillas, pasta, and casseroles.","MONTEREY JACK CHEESE (PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES), POTATO STARCH ADDED TO PREVENT CAKING, NATAMYCIN (A NATURAL MOLD INHIBITOR). CONTAINS: MILK",6/5#,Shredded,,Hot Application - Internal Melt; Hot Application - Topical Melt; Cold Application,NATURAL CHEESE,,
schreiber-yellow-pasteurized-process-american-slices-4-5-96-slices/,071505013833,SCHREIBER YELLOW PASTEURIZED PROCESS AMERICAN SLICES – 4/5# 96 SLICES,"Whether you’re topping juicy burgers, making perfectly golden, grilled cheese sandwiches, or creating a crispy chicken sandwich, the smooth and melty texture of Schreiber Yellow Pasteurized Process American Slices is going to help you elevate every dish to gourmet status. And, with its horizontal stack and EZ Pick staggered slices, kitchen prep becomes effortless, ensuring easy separation, minimal waste, and unforgettable flavor in every bite.","MILK, CREAM, WATER, SODIUM CITRATE, SALT, CHEESE CULTURE, SORBIC ACID (PRESERVATIVE), CITRIC ACID, ENZYMES, SOY LECITHIN, COLOR ADDED. CONTAINS: MILK, SOY",4/5#,Slice,0.83oz.,Hot Application - Internal Melt,PROCESSED CHEESE,3.375,3.375
schreiber-pasteurized-process-hot-pepper-jack-feather-cut-shreds-4-5/,071505016278,SCHREIBER PASTEURIZED PROCESS HOT PEPPER JACK FEATHER CUT SHREDS – 4/5#,"With its classic feather shred, Schreiber Pasteurized Process Hot Pepper Jack Feather Cut Shreds provide incredible coverage while elevating every dish with a slightly salty flavor profile and enticing heat. It’s also smooth and medium-firm in texture, which means it offers a delightful experience when heated, so it’s perfect for tacos, or melted in quesadillas, pasta, pizza, soup, vegetables, or casserole. Simply sprinkle it on and elevate your most popular dishes to new heights.","PASTEURIZED PROCESS MONTEREY JACK AND AMERICAN CHEESE WITH JALAPENO AND RED BELL PEPPERS (MILK, CREAM, WATER, JALAPENO PEPPERS, SALT, SODIUM PHOSPHATE, CHEESE CULTURE, VINEGAR, RED BELL PEPPERS*, SORBIC ACID [PRESERVATIVE], ENZYMES, COLOR ADDED), POTATO STARCH ADDED TO PREVENT CAKING, NATAMYCIN (A NATURAL MOLD INHIBITOR). *DRIED CONTAINS: MILK",4/5#,Shredded,,Hot Application - Topical Melt,PROCESSED CHEESE,,
schreiber-mild-cheddar-slices-12-1-32-slices/,071505015127,SCHREIBER MILD CHEDDAR SLICES – 12/1# 32 SLICES,"Enjoy the rich, full flavor profile of our mild Cheddar cheese. With a hint of sweetness and smooth texture, it adds a burst of flavor to any dish. Whether melted over a burger, layered onto a cold sandwich, or anything in between, our perfectly cut slices ensure consistent quality and effortless convenience for your kitchen.","PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES, COLOR ADDED. CONTAINS: MILK",12/1#,Slice,0.5oz.,Cold Application; Hot Application - Internal Melt,NATURAL CHEESE,3.14,3.5
cream-cheese-for-baking-bulk-1-50/,030900320601,CREAM CHEESE FOR BAKING BULK – 1/50#,"With a unique formulation this cream cheese is the perfect choice for adding richness and flavor to your menu. Whether baked into cheesecakes, frostings, dips, or pastries, its mild flavor profile with cultured dairy notes makes it easy to delight even the most demanding taste buds. And the larger packaging helps eliminate hassle and waste making it perfect for high-volume applications.","PASTEURIZED MILK AND CREAM, CHEESE CULTURE, SALT, CAROB BEAN GUM, GUAR GUM. CONTAINS: MILK",1/50#,Bulk,,Baking/Frosting,CREAM CHEESE,,
schreiber-cream-cheese-substitute-loaf-10-3/,071505017862,SCHREIBER CREAM CHEESE SUBSTITUTE LOAF – 10/3#,"With its smooth, creamy, irresistible texture, this cream cheese substitute is not only the perfect alternative for spreading on bagels but also excels in a variety of baked goods and fried applications. Plus, it’s nutritionally equivalent to regular cream cheese, making it a versatile one-to-one replacement in your most popular recipes.","SKIM MILK, PALM OIL, CHEESE CULTURE, CONTAINS 2% OR LESS OF BUTTER FAT, CAROB BEAN GUM, CITRIC ACID, CREAM, GUAR GUM, LACTIC ACID, MILK, NATURAL FLAVOR, SALT, SODIUM STEAROYL LACTYLATE, VITAMIN A PALMITATE, XANTHAN GUM. CONTAINS: MILK",10/3#,Loaf,,Baking/Frosting; Frying,CREAM CHEESE,,
medium-cheddar-jack-fancy-shreds-4-5/,071505014434,MEDIUM CHEDDAR JACK FANCY SHREDS – 4/5#,"Fancy shred is the finest texture available, making it visually appealing as a topping or melted into any application, so this cheese is perfect for effortlessly enhancing any dish. Made with a blend of medium Cheddar and Monterey Jack cheeses, this cheese packs more flavor into each bite. Plus, its slightly firm texture ensures optimal meltability, making it ideal for topping off entrees, melting into quesadillas, or sprinkling over salads and tacos.","CHEDDAR CHEESE (PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES, COLOR ADDED), MONTEREY JACK CHEESE (PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES), POTATO STARCH ADDED TO PREVENT CAKING, NATAMYCIN (A NATURAL MOLD INHIBITOR). CONTAINS: MILK",4/5#,Shredded,,Hot Application - Internal Melt; Hot Application - Topical Melt; Cold Application,NATURAL CHEESE,,
schreiber-swiss-slices-8-1-5-24-slices/,071505015837,SCHREIBER SWISS SLICES – 8/1.5# 24 SLICES,"Our Swiss cheese slices feature a mild, sweet, nutty flavor profile and a firm body and smooth texture that melts beautifully when heated. Whether you’re serving up hot or cold sandwiches or creating a mouthwatering meat and cheese tray, this natural cheese is the perfect addition to your menu lineup!","PART-SKIM MILK, CHEESE CULTURE, SALT, ENZYMES. AGED OVER 60 DAYS. CONTAINS: MILK",8/1.5#,Slice,1oz.,Cold Application; Hot Application - Internal Melt,NATURAL CHEESE,3.88,3.88
schreiber-colby-jack-snack-cubes-4-5/,071505015882,SCHREIBER COLBY JACK SNACK CUBES – 4/5#,"Schreiber Colby Jack Cubes provide a mild, sweet, and tangy taste, followed by a buttery Colby Jack flavor with every bite. Whether you are making fancy dishes or quick snacks, these pre-cubed natural cheeses melt smoothly, making it easy to add some creamy goodness to any item on your menu.","PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES, COLOR ADDED (IN COLBY CHEESE). CONTAINS: MILK",4/5#,Snack,,Ready to Eat,NATURAL CHEESE,,
american-heritage-string-cheese-bulk-168-1oz/,030900911489,AMERICAN HERITAGE STRING CHEESE BULK – 168/1OZ,"With its mild and slightly salty dairy profile, this string cheese is the perfect choice for any on-the-go eating occasion. Delightfully convenient and individually wrapped, each serving guarantees freshness and quality in every bite. String cheese is a great snack on its own, but also pairs nicely with fresh fruit, sliced vegetables and crackers.","PASTEURIZED PART-SKIM MILK, CHEESE CULTURE, SALT, ENZYMES. CONTAINS: MILK",168/1OZ,String,,Ready to Eat,NATURAL CHEESE,,
white-pasteurized-process-restricted-melt-american-slices-4-5-160-slices/,030900340159,WHITE PASTEURIZED PROCESS RESTRICTED MELT AMERICAN SLICES – 4/5# 160 SLICES,"Bring some sizzle to your grilling game using a creamy, delicious process cheese that’s crafted to withstand high heat. With an innovative horizontal stack and EZ Pick slices, separating and adding a decadent layer of flavor has never been easier. Simply put, it’s the best cheese for freeze and reheat applications like breakfast sandwiches and burritos or high heat applications like stuffed burgers. We’d say get ready for pure cheesy perfection, but there’s no prep needed. So, it looks like you and your consumers can just relax and enjoy.","MILK, WATER, CREAM, SODIUM CITRATE, SALT, CHEESE CULTURE, TETRASODIUM PYROPHOSPHATE, SORBIC ACID (PRESERVATIVE), ENZYMES, SOY LECITHIN, CITRIC ACID. CONTAINS: MILK, SOY",4/5#,Slice,0.5oz.,Hot Application - Restricted Melt,PROCESSED CHEESE,3,3
schreiber-2-lactose-free-milk-12-32-fl-oz/,071505023955,SCHREIBER 2% LACTOSE FREE MILK 12/32 FL OZ,"Our 2% lactose-free milk gives you and your customers all of the flavor, freshness, and versatility you expect with none of the lactose. From more complex baking applications to simple dishes like cereal, or even just pouring a tall glass for a refreshing sip, its creamy texture and rich taste help you create an unforgettable experience every time. And, with extended shelf life and efficient one-quart cartons, you can maximize your storage space while delighting all those you serve.","REDUCED FAT MILK, LACTASE (ENZYME), VITAMIN A PALMITATE, VITAMIN D3. CONTAINS: MILK",12/32FLOZ,Milk,,Ready to Drink,BEVERAGES,,
american-heritage-yellow-pasteurized-process-cheese-product-singles-12-12oz-16-slices/,030900205083,AMERICAN HERITAGE YELLOW PASTEURIZED PROCESS CHEESE PRODUCT SINGLES – 12/12OZ 16 SLICES,"Want to take your menu to the next level? We’ve got just the thing. Designed for unbeatable convenience and consistency, American Heritage Yellow Pasteurized Process Cheese Product Singles are a game-changer for at-home kitchens. With a slightly salty, mild flavor profile, a smooth and medium-firm texture and delightful melt, they’re the perfect addition to classics like burgers, grilled cheese sandwiches, and breakfast sandwiches. And that’s only the beginning.","MILK AND SKIM MILK, CREAM, MILK PROTEIN CONCENTRATE, WHEY, MODIFIED FOOD STARCH, SODIUM CITRATE, CALCIUM PHOSPHATE, SALT, WHEY PROTEIN CONCENTRATE, DAIRY PRODUCT SOLIDS, CHEESE CULTURE, SORBIC ACID (PRESERVATIVE), CITRIC ACID, LACTIC ACID, SODIUM PHOSPHATE, ENZYMES, COLOR ADDED, VITAMIN D3. CONTAINS: MILK",12/12OZ,Singles,,Hot Application - Topical Melt,PROCESSED CHEESE,3.5,3.5
raskas-cream-cheese-with-carob-bean-gum-bulk-1-50/,071505017046,RASKAS CREAM CHEESE WITH CAROB BEAN GUM BULK – 1/50#,"With its clean, mild flavor profile, and smooth, medium-firm texture, this cream cheese is perfect for whipping up cheesecakes, frostings, and toppings, or helping you create irresistible sweet and savory dishes. Plus, with its convenient bulk-size package, you can say goodbye to the hassle and waste of dealing with smaller options.","PASTEURIZED MILK AND CREAM, CHEESE CULTURE, SALT, CAROB BEAN GUM. CONTAINS: MILK",1/50#,Bulk,,Baking/Frosting,CREAM CHEESE,,
